sl,token_index,reading,form,lemma,pos,morph,gloss
204,4,"Τοιαύτη συμφορὰ περιέσχεν Αἴγυπτον,",Αἴγυπτον,Αἴγυπτος,propn,acc sg f,Egypt
205,1,ἄφνω δὲ ἠτέκνωσεν αὐτήν.,ἄφνω,ἄφνω,adv,adv,suddenly
205,2,ἄφνω δὲ ἠτέκνωσεν αὐτήν.,δὲ,δέ,ptcl,postpos advrs ptcl,and
205,3,ἄφνω δὲ ἠτέκνωσεν αὐτήν.,ἠτέκνωσεν,ἀτεκνόω,verb,aor act ind 3sg,made childless
205,4,ἄφνω δὲ ἠτέκνωσεν αὐτήν.,αὐτήν,αὐτός,pron,acc sg f,her; it
206,1,"ἦν δὲ ᾿Ισραὴλ φρουρούμενος ὑπὸ τῆς τοῦ προβάτου σφαγῆς,",ἦν,εἰμί,verb,impf act ind 3sg,was
206,2,"ἦν δὲ ᾿Ισραὴλ φρουρούμενος ὑπὸ τῆς τοῦ προβάτου σφαγῆς,",δὲ,δέ,ptcl,postpos advrs ptcl,but
206,3,"ἦν δὲ ᾿Ισραὴλ φρουρούμενος ὑπὸ τῆς τοῦ προβάτου σφαγῆς,",᾿Ισραὴλ,Ἰσραήλ,propn,nom sg m indecl,Israel
206,4,"ἦν δὲ ᾿Ισραὴλ φρουρούμενος ὑπὸ τῆς τοῦ προβάτου σφαγῆς,",φρουρούμενος,φρουρέω,ptcp,pres mp ptcp nom sg m,being guarded
206,5,"ἦν δὲ ᾿Ισραὴλ φρουρούμενος ὑπὸ τῆς τοῦ προβάτου σφαγῆς,",ὑπὸ,ὑπό,prep,+gen,by
206,6,"ἦν δὲ ᾿Ισραὴλ φρουρούμενος ὑπὸ τῆς τοῦ προβάτου σφαγῆς,",τῆς,ὁ,art,gen sg f,the
206,7,"ἦν δὲ ᾿Ισραὴλ φρουρούμενος ὑπὸ τῆς τοῦ προβάτου σφαγῆς,",τοῦ,ὁ,art,gen sg n,of the
206,8,"ἦν δὲ ᾿Ισραὴλ φρουρούμενος ὑπὸ τῆς τοῦ προβάτου σφαγῆς,",προβάτου,πρόβατον,noun,gen sg n,sheep
206,9,"ἦν δὲ ᾿Ισραὴλ φρουρούμενος ὑπὸ τῆς τοῦ προβάτου σφαγῆς,",σφαγῆς,σφαγή,noun,gen sg f,slaughter
207,1,"καί γε συνεφωτίζετο ὑπὸ τοῦ χυθέντος αἵματος,",καί,καί,ptcl,adv/intens ptcl,indeed
207,2,"καί γε συνεφωτίζετο ὑπὸ τοῦ χυθέντος αἵματος,",γε,γε,ptcl,postpos emph ptcl,at least; indeed
207,3,"καί γε συνεφωτίζετο ὑπὸ τοῦ χυθέντος αἵματος,",συνεφωτίζετο,συνφωτίζω,verb,impf mp ind 3sg,was illumined together
207,4,"καί γε συνεφωτίζετο ὑπὸ τοῦ χυθέντος αἵματος,",ὑπὸ,ὑπό,prep,+gen,by
207,5,"καί γε συνεφωτίζετο ὑπὸ τοῦ χυθέντος αἵματος,",τοῦ,ὁ,art,gen sg n,the
207,6,"καί γε συνεφωτίζετο ὑπὸ τοῦ χυθέντος αἵματος,",χυθέντος,χέω,ptcp,aor pass ptcp gen sg n,having been poured out
207,7,"καί γε συνεφωτίζετο ὑπὸ τοῦ χυθέντος αἵματος,",αἵματος,αἷμα,noun,gen sg n,blood
208,1,καὶ τεῖχος ηὑρίσκετο τοῦ λαοῦ ὁ τοῦ προβάτου θάνατος.,καὶ,καί,conj,coord conj,and
208,2,καὶ τεῖχος ηὑρίσκετο τοῦ λαοῦ ὁ τοῦ προβάτου θάνατος.,τεῖχος,τεῖχος,noun,pred nom sg n,wall
208,3,καὶ τεῖχος ηὑρίσκετο τοῦ λαοῦ ὁ τοῦ προβάτου θάνατος.,ηὑρίσκετο,εὑρίσκω,verb,impf mp ind 3sg,was found; proved
208,4,καὶ τεῖχος ηὑρίσκετο τοῦ λαοῦ ὁ τοῦ προβάτου θάνατος.,τοῦ,ὁ,art,gen sg m,of the
208,5,καὶ τεῖχος ηὑρίσκετο τοῦ λαοῦ ὁ τοῦ προβάτου θάνατος.,λαοῦ,λαός,noun,gen sg m,people
208,6,καὶ τεῖχος ηὑρίσκετο τοῦ λαοῦ ὁ τοῦ προβάτου θάνατος.,ὁ,ὁ,art,nom sg m,the
208,7,καὶ τεῖχος ηὑρίσκετο τοῦ λαοῦ ὁ τοῦ προβάτου θάνατος.,τοῦ,ὁ,art,gen sg n,of the
208,8,καὶ τεῖχος ηὑρίσκετο τοῦ λαοῦ ὁ τοῦ προβάτου θάνατος.,προβάτου,πρόβατον,noun,gen sg n,sheep
208,9,καὶ τεῖχος ηὑρίσκετο τοῦ λαοῦ ὁ τοῦ προβάτου θάνατος.,θάνατος,θάνατος,noun,nom sg m,death
209,1,ὦ μυστηρίου καινοῦ καὶ ἀνεκδιηγήτου,ὦ,ὦ,ptcl,voc ptcl,O
209,2,ὦ μυστηρίου καινοῦ καὶ ἀνεκδιηγήτου,μυστηρίου,μυστήριον,noun,gen sg n,mystery
209,3,ὦ μυστηρίου καινοῦ καὶ ἀνεκδιηγήτου,καινοῦ,καινός,adj,gen sg n,new
209,4,ὦ μυστηρίου καινοῦ καὶ ἀνεκδιηγήτου,καὶ,καί,conj,coord conj,and
209,5,ὦ μυστηρίου καινοῦ καὶ ἀνεκδιηγήτου,ἀνεκδιηγήτου,ἀνεκδιήγητος,adj,gen sg n,inexpressible; indescribable
210,1,"ἡ τοῦ προβάτου σφαγὴ ηὑρίσκετο τοῦ ᾿Ισραὴλ σωτηρία,",ἡ,ὁ,art,nom sg f,the
210,2,"ἡ τοῦ προβάτου σφαγὴ ηὑρίσκετο τοῦ ᾿Ισραὴλ σωτηρία,",τοῦ,ὁ,art,gen sg n,of the
210,3,"ἡ τοῦ προβάτου σφαγὴ ηὑρίσκετο τοῦ ᾿Ισραὴλ σωτηρία,",προβάτου,πρόβατον,noun,gen sg n,sheep
210,4,"ἡ τοῦ προβάτου σφαγὴ ηὑρίσκετο τοῦ ᾿Ισραὴλ σωτηρία,",σφαγὴ,σφαγή,noun,nom sg f,slaughter
210,5,"ἡ τοῦ προβάτου σφαγὴ ηὑρίσκετο τοῦ ᾿Ισραὴλ σωτηρία,",ηὑρίσκετο,εὑρίσκω,verb,impf mp ind 3sg,was found; proved
210,6,"ἡ τοῦ προβάτου σφαγὴ ηὑρίσκετο τοῦ ᾿Ισραὴλ σωτηρία,",τοῦ,ὁ,art,gen sg m,of the
210,7,"ἡ τοῦ προβάτου σφαγὴ ηὑρίσκετο τοῦ ᾿Ισραὴλ σωτηρία,",᾿Ισραὴλ,Ἰσραήλ,propn,gen sg m indecl,Israel
210,8,"ἡ τοῦ προβάτου σφαγὴ ηὑρίσκετο τοῦ ᾿Ισραὴλ σωτηρία,",σωτηρία,σωτηρία,noun,pred nom sg f,salvation
211,1,"καὶ ὁ τοῦ προβάτου θάνατος ζωὴ τοῦ λαοῦ ἐγένετο,",καὶ,καί,conj,coord conj,and
211,2,"καὶ ὁ τοῦ προβάτου θάνατος ζωὴ τοῦ λαοῦ ἐγένετο,",ὁ,ὁ,art,nom sg m,the
211,3,"καὶ ὁ τοῦ προβάτου θάνατος ζωὴ τοῦ λαοῦ ἐγένετο,",τοῦ,ὁ,art,gen sg n,of the
211,4,"καὶ ὁ τοῦ προβάτου θάνατος ζωὴ τοῦ λαοῦ ἐγένετο,",προβάτου,πρόβατον,noun,gen sg n,sheep
211,5,"καὶ ὁ τοῦ προβάτου θάνατος ζωὴ τοῦ λαοῦ ἐγένετο,",θάνατος,θάνατος,noun,nom sg m,death
211,6,"καὶ ὁ τοῦ προβάτου θάνατος ζωὴ τοῦ λαοῦ ἐγένετο,",ζωὴ,ζωή,noun,pred nom sg f,life
211,7,"καὶ ὁ τοῦ προβάτου θάνατος ζωὴ τοῦ λαοῦ ἐγένετο,",τοῦ,ὁ,art,gen sg m,of the
211,8,"καὶ ὁ τοῦ προβάτου θάνατος ζωὴ τοῦ λαοῦ ἐγένετο,",λαοῦ,λαός,noun,gen sg m,people
211,9,"καὶ ὁ τοῦ προβάτου θάνατος ζωὴ τοῦ λαοῦ ἐγένετο,",ἐγένετο,γίγνομαι,verb,aor mid ind 3sg,became
212,1,καὶ τὸ αἷμα ἐδυσώπησεν τὸν ἄγγελον.,καὶ,καί,conj,coord conj,and
212,2,καὶ τὸ αἷμα ἐδυσώπησεν τὸν ἄγγελον.,τὸ,ὁ,art,nom sg n,the
212,3,καὶ τὸ αἷμα ἐδυσώπησεν τὸν ἄγγελον.,αἷμα,αἷμα,noun,nom sg n,blood
212,4,καὶ τὸ αἷμα ἐδυσώπησεν τὸν ἄγγελον.,ἐδυσώπησεν,δυσωπέω,verb,aor act ind 3sg,appeased
212,5,καὶ τὸ αἷμα ἐδυσώπησεν τὸν ἄγγελον.,τὸν,ὁ,art,acc sg m,the
212,6,καὶ τὸ αἷμα ἐδυσώπησεν τὸν ἄγγελον.,ἄγγελον,ἄγγελος,noun,acc sg m,angel
213,1,"λέγε μοι, ὦ ἄγγελε, τί ἐδυσωπήθης;",λέγε,λέγω,verb,pres act imp 2sg,tell
213,2,"λέγε μοι, ὦ ἄγγελε, τί ἐδυσωπήθης;",μοι,ἐγώ,pron,dat sg,to me
213,3,"λέγε μοι, ὦ ἄγγελε, τί ἐδυσωπήθης;",ὦ,ὦ,ptcl,voc ptcl,O
213,4,"λέγε μοι, ὦ ἄγγελε, τί ἐδυσωπήθης;",ἄγγελε,ἄγγελος,noun,voc sg m,angel
213,5,"λέγε μοι, ὦ ἄγγελε, τί ἐδυσωπήθης;",τί,τίς,pron,interrog pron acc sg n,what; why
213,6,"λέγε μοι, ὦ ἄγγελε, τί ἐδυσωπήθης;",ἐδυσωπήθης,δυσωπέω,verb,aor pass ind 2sg,were you appeased
214,1,τὴν τοῦ προβάτου σφαγὴν ἢ τὴν τοῦ κυρίου ζωήν;,τὴν,ὁ,art,acc sg f,the
214,2,τὴν τοῦ προβάτου σφαγὴν ἢ τὴν τοῦ κυρίου ζωήν;,τοῦ,ὁ,art,gen sg n,of the
214,3,τὴν τοῦ προβάτου σφαγὴν ἢ τὴν τοῦ κυρίου ζωήν;,προβάτου,πρόβατον,noun,gen sg n,sheep
214,4,τὴν τοῦ προβάτου σφαγὴν ἢ τὴν τοῦ κυρίου ζωήν;,σφαγὴν,σφαγή,noun,acc sg f,slaughter
214,5,τὴν τοῦ προβάτου σφαγὴν ἢ τὴν τοῦ κυρίου ζωήν;,ἢ,ἤ,conj,disj conj,or
214,6,τὴν τοῦ προβάτου σφαγὴν ἢ τὴν τοῦ κυρίου ζωήν;,τὴν,ὁ,art,acc sg f,the
214,7,τὴν τοῦ προβάτου σφαγὴν ἢ τὴν τοῦ κυρίου ζωήν;,τοῦ,ὁ,art,gen sg m,of the
214,8,τὴν τοῦ προβάτου σφαγὴν ἢ τὴν τοῦ κυρίου ζωήν;,κυρίου,κύριος,noun,gen sg m,Lord
214,9,τὴν τοῦ προβάτου σφαγὴν ἢ τὴν τοῦ κυρίου ζωήν;,ζωήν,ζωή,noun,acc sg f,life
215,1,τὸν τοῦ προβάτου θάνατον ἢ τὸν τοῦ κυρίου τύπον;,τὸν,ὁ,art,acc sg m,the
215,2,τὸν τοῦ προβάτου θάνατον ἢ τὸν τοῦ κυρίου τύπον;,τοῦ,ὁ,art,gen sg n,of the
215,3,τὸν τοῦ προβάτου θάνατον ἢ τὸν τοῦ κυρίου τύπον;,προβάτου,πρόβατον,noun,gen sg n,sheep
215,4,τὸν τοῦ προβάτου θάνατον ἢ τὸν τοῦ κυρίου τύπον;,θάνατον,θάνατος,noun,acc sg m,death
215,5,τὸν τοῦ προβάτου θάνατον ἢ τὸν τοῦ κυρίου τύπον;,ἢ,ἤ,conj,disj conj,or
215,6,τὸν τοῦ προβάτου θάνατον ἢ τὸν τοῦ κυρίου τύπον;,τὸν,ὁ,art,acc sg m,the
215,7,τὸν τοῦ προβάτου θάνατον ἢ τὸν τοῦ κυρίου τύπον;,τοῦ,ὁ,art,gen sg m,of the
215,8,τὸν τοῦ προβάτου θάνατον ἢ τὸν τοῦ κυρίου τύπον;,κυρίου,κύριος,noun,gen sg m,Lord
215,9,τὸν τοῦ προβάτου θάνατον ἢ τὸν τοῦ κυρίου τύπον;,τύπον,τύπος,noun,acc sg m,type; figure
216,1,τὸ τοῦ προβάτου αἷμα ἢ τὸ τοῦ κυρίου πνεῦμα;,τὸ,ὁ,art,acc sg n,the
216,2,τὸ τοῦ προβάτου αἷμα ἢ τὸ τοῦ κυρίου πνεῦμα;,τοῦ,ὁ,art,gen sg n,of the
216,3,τὸ τοῦ προβάτου αἷμα ἢ τὸ τοῦ κυρίου πνεῦμα;,προβάτου,πρόβατον,noun,gen sg n,sheep
216,4,τὸ τοῦ προβάτου αἷμα ἢ τὸ τοῦ κυρίου πνεῦμα;,αἷμα,αἷμα,noun,acc sg n,blood
216,5,τὸ τοῦ προβάτου αἷμα ἢ τὸ τοῦ κυρίου πνεῦμα;,ἢ,ἤ,conj,disj conj,or
216,6,τὸ τοῦ προβάτου αἷμα ἢ τὸ τοῦ κυρίου πνεῦμα;,τὸ,ὁ,art,acc sg n,the
216,7,τὸ τοῦ προβάτου αἷμα ἢ τὸ τοῦ κυρίου πνεῦμα;,τοῦ,ὁ,art,gen sg m,of the
216,8,τὸ τοῦ προβάτου αἷμα ἢ τὸ τοῦ κυρίου πνεῦμα;,κυρίου,κύριος,noun,gen sg m,Lord
216,9,τὸ τοῦ προβάτου αἷμα ἢ τὸ τοῦ κυρίου πνεῦμα;,πνεῦμα,πνεῦμα,noun,acc sg n,spirit
217,1,δῆλος εἶ δυσωπηθεὶς,δῆλος,δῆλος,adj,nom sg m,clear; evident
217,2,δῆλος εἶ δυσωπηθεὶς,εἶ,εἰμί,verb,pres act ind 2sg,you are
217,3,δῆλος εἶ δυσωπηθεὶς,δυσωπηθεὶς,δυσωπέω,ptcp,aor pass ptcp nom sg m,having been appeased
218,1,"ἰδὼν τὸ τοῦ κυρίου μυστήριον ἐν τῷ προβάτῳ γινόμενον,",ἰδὼν,ὁράω,ptcp,aor act ptcp nom sg m,having seen
218,2,"ἰδὼν τὸ τοῦ κυρίου μυστήριον ἐν τῷ προβάτῳ γινόμενον,",τὸ,ὁ,art,acc sg n,the
218,3,"ἰδὼν τὸ τοῦ κυρίου μυστήριον ἐν τῷ προβάτῳ γινόμενον,",τοῦ,ὁ,art,gen sg m,of the
218,4,"ἰδὼν τὸ τοῦ κυρίου μυστήριον ἐν τῷ προβάτῳ γινόμενον,",κυρίου,κύριος,noun,gen sg m,Lord
218,5,"ἰδὼν τὸ τοῦ κυρίου μυστήριον ἐν τῷ προβάτῳ γινόμενον,",μυστήριον,μυστήριον,noun,acc sg n,mystery
218,6,"ἰδὼν τὸ τοῦ κυρίου μυστήριον ἐν τῷ προβάτῳ γινόμενον,",ἐν,ἐν,prep,+dat,in
218,7,"ἰδὼν τὸ τοῦ κυρίου μυστήριον ἐν τῷ προβάτῳ γινόμενον,",τῷ,ὁ,art,dat sg n,the
218,8,"ἰδὼν τὸ τοῦ κυρίου μυστήριον ἐν τῷ προβάτῳ γινόμενον,",προβάτῳ,πρόβατον,noun,dat sg n,sheep
218,9,"ἰδὼν τὸ τοῦ κυρίου μυστήριον ἐν τῷ προβάτῳ γινόμενον,",γινόμενον,γίγνομαι,ptcp,pres mid ptcp acc sg n,coming to pass
219,1,"τὴν τοῦ κυρίου ζωὴν ἐν τῇ τοῦ προβάτου σφαγῇ,",τὴν,ὁ,art,acc sg f,the
219,2,"τὴν τοῦ κυρίου ζωὴν ἐν τῇ τοῦ προβάτου σφαγῇ,",τοῦ,ὁ,art,gen sg m,of the
219,3,"τὴν τοῦ κυρίου ζωὴν ἐν τῇ τοῦ προβάτου σφαγῇ,",κυρίου,κύριος,noun,gen sg m,Lord
219,4,"τὴν τοῦ κυρίου ζωὴν ἐν τῇ τοῦ προβάτου σφαγῇ,",ζωὴν,ζωή,noun,acc sg f,life
219,5,"τὴν τοῦ κυρίου ζωὴν ἐν τῇ τοῦ προβάτου σφαγῇ,",ἐν,ἐν,prep,+dat,in
219,6,"τὴν τοῦ κυρίου ζωὴν ἐν τῇ τοῦ προβάτου σφαγῇ,",τῇ,ὁ,art,dat sg f,the
219,7,"τὴν τοῦ κυρίου ζωὴν ἐν τῇ τοῦ προβάτου σφαγῇ,",τοῦ,ὁ,art,gen sg n,of the
219,8,"τὴν τοῦ κυρίου ζωὴν ἐν τῇ τοῦ προβάτου σφαγῇ,",προβάτου,πρόβατον,noun,gen sg n,sheep
219,9,"τὴν τοῦ κυρίου ζωὴν ἐν τῇ τοῦ προβάτου σφαγῇ,",σφαγῇ,σφαγή,noun,dat sg f,slaughter
220,1,"τὸν τοῦ κυρίου τύπον ἐν τῷ τοῦ προβάτου θανάτῳ,",τὸν,ὁ,art,acc sg m,the
220,2,"τὸν τοῦ κυρίου τύπον ἐν τῷ τοῦ προβάτου θανάτῳ,",τοῦ,ὁ,art,gen sg m,of the
220,3,"τὸν τοῦ κυρίου τύπον ἐν τῷ τοῦ προβάτου θανάτῳ,",κυρίου,κύριος,noun,gen sg m,Lord
220,4,"τὸν τοῦ κυρίου τύπον ἐν τῷ τοῦ προβάτου θανάτῳ,",τύπον,τύπος,noun,acc sg m,type; figure
220,5,"τὸν τοῦ κυρίου τύπον ἐν τῷ τοῦ προβάτου θανάτῳ,",ἐν,ἐν,prep,+dat,in
220,6,"τὸν τοῦ κυρίου τύπον ἐν τῷ τοῦ προβάτου θανάτῳ,",τῷ,ὁ,art,dat sg m,the
220,7,"τὸν τοῦ κυρίου τύπον ἐν τῷ τοῦ προβάτου θανάτῳ,",τοῦ,ὁ,art,gen sg n,of the
220,8,"τὸν τοῦ κυρίου τύπον ἐν τῷ τοῦ προβάτου θανάτῳ,",προβάτου,πρόβατον,noun,gen sg n,sheep
220,9,"τὸν τοῦ κυρίου τύπον ἐν τῷ τοῦ προβάτου θανάτῳ,",θανάτῳ,θάνατος,noun,dat sg m,death
221,1,διὰ τοῦτο οὐκ ἐπάταξας τὸν Ἰσραὴλ,διὰ,διά,prep,+acc,because of
221,2,διὰ τοῦτο οὐκ ἐπάταξας τὸν Ἰσραὴλ,τοῦτο,οὗτος,pron,dem pron acc sg n,this
221,3,διὰ τοῦτο οὐκ ἐπάταξας τὸν Ἰσραὴλ,οὐκ,οὐ,ptcl,neg ptcl,not
221,4,διὰ τοῦτο οὐκ ἐπάταξας τὸν Ἰσραὴλ,ἐπάταξας,πατάσσω,verb,aor act ind 2sg,you struck
221,5,διὰ τοῦτο οὐκ ἐπάταξας τὸν Ἰσραὴλ,τὸν,ὁ,art,acc sg m,the
221,6,διὰ τοῦτο οὐκ ἐπάταξας τὸν Ἰσραὴλ,Ἰσραὴλ,Ἰσραήλ,propn,acc sg m indecl,Israel
223,1,ἀλλὰ μόνην Αἴγυπτον ἠτέκνωσας.,ἀλλὰ,ἀλλά,conj,advrs conj,but
223,2,ἀλλὰ μόνην Αἴγυπτον ἠτέκνωσας.,μόνην,μόνος,adj,acc sg f,alone; only
223,3,ἀλλὰ μόνην Αἴγυπτον ἠτέκνωσας.,Αἴγυπτον,Αἴγυπτος,propn,acc sg f,Egypt
223,4,ἀλλὰ μόνην Αἴγυπτον ἠτέκνωσας.,ἠτέκνωσας,ἀτεκνόω,verb,aor act ind 2sg,you made childless
224,1,"Τί τοῦτο τὸ καινὸν μυστήριον,",Τί,τίς,pron,interrog pron nom/acc sg n,what
224,2,"Τί τοῦτο τὸ καινὸν μυστήριον,",τοῦτο,οὗτος,pron,dem pron nom/acc sg n,this
224,3,"Τί τοῦτο τὸ καινὸν μυστήριον,",τὸ,ὁ,art,nom sg n,the
224,4,"Τί τοῦτο τὸ καινὸν μυστήριον,",καινὸν,καινός,adj,nom sg n,new
224,5,"Τί τοῦτο τὸ καινὸν μυστήριον,",μυστήριον,μυστήριον,noun,nom sg n,mystery
225,1,"Αἴγυπτον μὲν παταχθῆναι εἰς ἀπώλειαν,",Αἴγυπτον,Αἴγυπτος,propn,acc sg f,Egypt
225,2,"Αἴγυπτον μὲν παταχθῆναι εἰς ἀπώλειαν,",μὲν,μέν,ptcl,postpos coord ptcl,on the one hand
